gcid,weight_mg,gcid2,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_12_18_1,0.055556,MeKO_12_18_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_3,mur111,mur11-1,pred,nodata,MeKO_12_18_1    ,normal,normal,normal,noinfo,21
MeKO_12_19_1,0.055556,MeKO_12_19_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_4,mur111,mur11-1,pred,nodata,MeKO_12_19_1    ,normal,normal,normal,noinfo,14.3
MeKO_12_20_1,0.055556,MeKO_12_20_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_5,mur111,mur11-1,pred,nodata,MeKO_12_20_1    ,normal,normal,normal,noinfo,23.1
MeKO_12_21_1,0.055556,MeKO_12_21_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_7,mur111,mur11-1,pred,nodata,MeKO_12_21_1    ,normal,normal,normal,noinfo,14.8
MeKO_12_22_1,0.055556,MeKO_12_22_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_8,mur111,mur11-1,pred,nodata,MeKO_12_22_1    ,normal,normal,normal,noinfo,19.9
MeKO_12_23_1,0.055556,MeKO_12_23_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_9,mur111,mur11-1,pred,nodata,MeKO_12_23_1    ,normal,normal,normal,noinfo,10.7
MeKO_12_24_1,0.055556,MeKO_12_24_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,155_10,mur111,mur11-1,model,MeKO_12_24_1    ,nodata,normal,normal,normal,noinfo,9.4
MeKO_12_25_1,0.055556,MeKO_12_25_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_1,col0,col-0,pred,nodata,MeKO_12_25_1    ,normal,normal,normal,noinfo,43.8
MeKO_12_26_1,0.055556,MeKO_12_26_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_2,col0,col-0,pred,nodata,MeKO_12_26_1    ,normal,normal,normal,noinfo,17.4
MeKO_12_27_1,0.055556,MeKO_12_27_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_4,col0,col-0,pred,nodata,MeKO_12_27_1    ,normal,normal,normal,noinfo,40.7
MeKO_12_28_1,0.055556,MeKO_12_28_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_5,col0,col-0,pred,nodata,MeKO_12_28_1    ,normal,normal,normal,noinfo,27.1
MeKO_12_29_1,0.055556,MeKO_12_29_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_6,col0,col-0,pred,nodata,MeKO_12_29_1    ,normal,normal,normal,noinfo,46.4
MeKO_12_30_1,0.055556,MeKO_12_30_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_8,col0,col-0,pred,nodata,MeKO_12_30_1    ,normal,normal,normal,noinfo,31.3
MeKO_12_31_1,0.055556,MeKO_12_31_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12,col_ Sep 06_10,col0,col-0,pred,nodata,MeKO_12_31_1    ,normal,normal,normal,noinfo,13.4
MeKO_12_32_1,0.055556,MeKO_12_32_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_1,col0,col-0,pred,nodata,MeKO_12_32_1    ,normal,normal,normal,noinfo,29.6
MeKO_12_33_1,0.055556,MeKO_12_33_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_3,col0,col-0,pred,nodata,MeKO_12_33_1    ,normal,normal,normal,noinfo,28.6
MeKO_12_34_1,0.055556,MeKO_12_34_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_4,col0,col-0,pred,nodata,MeKO_12_34_1    ,normal,normal,normal,noinfo,40.3
MeKO_12_35_1,0.055556,MeKO_12_35_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_5,col0,col-0,pred,nodata,MeKO_12_35_1    ,normal,normal,normal,noinfo,31.4
MeKO_12_36_1,0.055556,MeKO_12_36_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_6,col0,col-0,pred,nodata,MeKO_12_36_1    ,normal,normal,normal,noinfo,28.4
MeKO_12_37_1,0.055556,MeKO_12_37_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_7,col0,col-0,pred,nodata,MeKO_12_37_1    ,normal,normal,normal,noinfo,36.4
MeKO_12_38_1,0.055556,MeKO_12_38_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_9,col0,col-0,pred,nodata,MeKO_12_38_1    ,normal,normal,normal,noinfo,29.9
MeKO_12_39_1,0.055556,MeKO_12_39_1    ,110106_MeKO_5batch_rep_AndiMS,MeKO_08_11_12, col_Jun08_10,col0,col-0,pred,nodata,MeKO_12_39_1    ,normal,normal,normal,noinfo,32.4
STDs_1_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_1_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_1_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_2_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_3_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E1_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E1_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E1_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E2_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E2_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E2_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E3_1_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E3_2_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STDs_E3_3_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
