Numbering for matrix	Numbering for unique peaks	IIS_I_A_or_U	I_A_M_or_P	final annotation	RI	Win	fData::lineno	fData::query	fData::known	fData::cas	fData::preferred	fData::action	MeKO_02_01_1	MeKO_02_02_1	MeKO_02_03_1	MeKO_02_04_1	MeKO_02_05_1	MeKO_02_06_1	MeKO_02_07_1	MeKO_02_08_1	MeKO_02_09_1	MeKO_02_10_1	MeKO_02_11_1	MeKO_02_12_1	MeKO_02_13_1	MeKO_02_14_1	MeKO_02_15_1	MeKO_02_16_1	MeKO_02_17_1	MeKO_02_18_1	MeKO_02_19_1	MeKO_02_20_1	MeKO_02_21_1	MeKO_02_22_1	MeKO_02_23_1	MeKO_02_24_1	MeKO_02_25_1	MeKO_02_26_1	MeKO_02_27_1	MeKO_02_28_1	MeKO_02_29_1	MeKO_02_30_1	MeKO_02_31_1	MeKO_02_32_1	MeKO_02_33_1	MeKO_02_34_1	MeKO_02_35_1	MeKO_02_36_1	MeKO_02_37_1	MeKO_02_38_1	MeKO_02_39_1	MeKO_02_40_1	MeKO_02_41_1	MeKO_02_42_1	MeKO_02_43_1	MeKO_02_44_1	MeKO_02_45_1	MeKO_02_46_1	MeKO_02_47_1	MeKO_02_48_1	MeKO_03_01_1	MeKO_03_02_1	MeKO_03_03_1	MeKO_03_04_1	MeKO_03_05_1	MeKO_03_06_1	MeKO_03_07_1	MeKO_03_08_1	MeKO_03_09_1	MeKO_03_10_1	MeKO_03_11_1	MeKO_03_12_1	MeKO_03_13_1	MeKO_03_14_1	MeKO_03_15_1	MeKO_03_16_1	MeKO_03_17_1	MeKO_03_18_1	MeKO_03_19_1	MeKO_03_20_1	MeKO_03_21_1	MeKO_03_22_1	MeKO_03_23_1	MeKO_03_24_1	MeKO_03_25_1	MeKO_03_26_1	MeKO_03_27_1	MeKO_03_28_1	MeKO_03_29_1	MeKO_03_30_1	MeKO_03_31_1	MeKO_03_32_1	MeKO_03_33_1	MeKO_03_34_1	MeKO_03_35_1	MeKO_03_36_1	MeKO_03_37_1	MeKO_03_38_1	MeKO_03_39_1	MeKO_03_40_1	MeKO_03_41_1	MeKO_03_42_1	MeKO_03_43_1	MeKO_03_44_1	MeKO_03_45_1	MeKO_03_46_1	MeKO_03_47_1	MeKO_03_48_1	MeKO_04_01_1	MeKO_04_02_1	MeKO_04_03_1	MeKO_04_04_1	MeKO_04_05_1	MeKO_04_06_1	MeKO_04_07_1	MeKO_04_08_1	MeKO_04_09_1	MeKO_04_10_1	MeKO_04_11_1	MeKO_04_12_1	MeKO_04_13_1	MeKO_04_14_1	MeKO_04_15_1	MeKO_04_16_1	MeKO_04_17_1	MeKO_04_18_1	MeKO_04_19_1	MeKO_04_20_1	MeKO_04_21_1	MeKO_04_22_1	MeKO_04_23_1	MeKO_04_24_1	MeKO_04_25_1	MeKO_04_26_1	MeKO_04_27_1	MeKO_04_28_1	MeKO_04_29_1	MeKO_04_30_1	MeKO_04_31_1	MeKO_04_32_1	MeKO_04_33_1	MeKO_04_34_1	MeKO_04_35_1	MeKO_04_36_1	MeKO_04_37_1	MeKO_04_38_1	MeKO_04_39_1	MeKO_04_40_1	MeKO_04_41_1	MeKO_04_42_1	MeKO_04_43_1	MeKO_04_44_1	MeKO_04_45_1	MeKO_04_46_1	MeKO_04_47_1	MeKO_04_48_1
090911MeKO_02_03_04_ID176	090911MeKO_02_03_04_cmb_ID168	U			2561.3	611.72  Win095_C01	169		FALSE	0	0		265465191.720023	214665031.404221	151557228.789823	119443010.834528	250642027.415731	234161691.490686	114554635.564972	101057262.444874	125757661.075315	138632156.055565	128374015.708864	304867040.516248	296969872.015836	329250854.268072	197661261.508136	155252195.590952	39272540.7742043	62540552.9813885	106063935.185108	95004045.4566477	114795913.579158	8231251.81738118	106976933.028156	132748329.885278	124863159.714522	72538108.5203052	65410532.6392205	39046170.9882604	73101211.4720632	69401127.3617781	131872265.061054	91277461.0060639	165238145.022083	95196421.4288615	127862136.547877	203495823.573807	120963181.441513	167490730.025616	175971109.570364	82409527.6865069	156386697.502402	198835198.306413	191467850.235285	59549038.7656752	31628524.417531	244908463.072116	129446875.142338	142895680.804716	180705672.918124	296066529.475448	244828917.714803	490810945.858336	135052905.103572	331356834.289778	117293299.966786	158730995.828401	194906908.893522	135848904.338303	156430926.481583	111729308.885509	154974826.080454	224266528.279817	155031016.693776	164398000.757769	101453562.188702	61429648.4751932	108468243.689582	125114601.11938	111851670.421807	140361404.719943	97422391.0110807	100851549.339393	63726681.6977981	136990048.30333	191547590.473343	183237207.222082	123610449.001846	142164246.685942	249446775.123089	177948289.466197	137515153.371545	141354940.273886	101069881.553065	162508932.883165	180101284.544165	120996119.71756	130823400.037868	131435244.596724	111120944.125692	111112416.473405	113908419.892159	97408860.9681302	68301889.21989	95210404.3335397	203710214.737183	174342836.299998	28668132.0605116	202723583.947862	198910967.011103	206180568.923567	124570110.579099	200439774.54789	169896246.738374	249099283.909597	255838971.089619	217999122.559868	160786101.422613	163512375.951796	281454182.52685	158176837.239551	140474971.22308	203272177.471193	69663377.9054054	62128373.9257681	162085276.167178	206713317.129039	94909390.8363122	113848029.559331	135949612.180438	62183672.1921885	135001555.432867	139781730.267187	166617595.88173	97806477.712957	149841417.240859	62687156.1867025	80761775.8285156	145676940.169556	97633321.8354605	104656411.968407	155738876.383918	64070124.7234383	152786591.872046	166101651.010537	76177144.3444777	128229197.708777	93274553.3144097	102350615.014556	53827621.9443125	125560865.643777	144028675.066819	82450028.5122474	111578611.612454	187353975.200715
090911MeKO_02_03_04_ID177	090911MeKO_02_03_04_cmb_ID169	U			2575.8	614.01  Win095_C02	170		FALSE	0	0		214.560033147069	16304.6817038864	204.106105564255	619.915168938892	1610.65034139099	829.936931432176	709.058396946809	33602.4322780956	15161.1482669647	48373.8159284304	7483.87893217267	72739.6872064787	35435.9672597007	42121.9906489111	96797.2913984883	3481.19825180853	18609.9822767464	2030.84448385282	30625.3963039163	628.788002641032	741910.993052347	121164.75732589	4367.52228906425	1997.25654016928	2566513.84295442	2289470.86392716	681361.68157931	47807.0978415216	4736366.60355361	42525.0744293086	4572488.12633022	1278839.3208809	5388.99976492383	3478.7325518021	31553.3900372448	7466.19606941287	11568.0709886881	32427.4294632949	818206.858657209	2736.14237022664	953.525227091037	4973.21761290074	5904.01064917995	10062.6807865189	21630.3647685937	29173.5833218858	82.7871277742239	6967.29322048854	0.686347748416422	67.7602698694945	2160.08429328724	84.7360934759089	6767.96692144869	107.226833136048	6376.00019932181	7451.01472367844	117.349928835891	209.374853538749	18633.8115432555	106.512528097448	185560.666274949	168973.969418004	323.67120697183	654042.647402034	9686.57934947856	15415.1010079388	5606.73478862582	136079.473343736	18354.1636415015	17241.2359735986	6016.79652881743	10.876947939976	12544.6505194608	41295.5619700758	54578.4976087092	19802.6881347927	519.180905395455	839.216421925136	1481.79273670718	12905.758000742	7193.50499849479	451.69651507967	4358.68728431149	3995.61746717846	6.11148036070614	1204.80310105829	557018.488458338	17102.5492396809	8551.58774710152	24736.0566068523	18135.2751594683	2189.87366300669	4826.79493222787	1601.61203462646	177.060186460557	27078.9898808478	12231.0840437109	3599.38677813014	79.1727744878088	10456.5303959593	6897.45947483963	3710.24676210966	2898.01554038904	745.126575167986	1287.83819742419	3581.14435851125	76875.6531413192	4525.31431574963	5424.63976935514	1051.10658337022	94765.6067651104	220184.335789745	10247.4779169255	306989.827001255	1345.16082587912	1856.74999999392	15590.6380499003	46407.9902557037	5319.77617966818	82522.0477483804	2715.89154045597	1326.64669258643	24630.8758819436	1675.41456031266	6863.77814281189	8055.43183839886	79.8133950045466	7073.80540658581	7388.02922163534	6803.67594955793	305707.65768266	426.736253439319	406.575520692546	6330.16308547737	303.702145667523	2702.30459426421	19355.4984420484	4990.37852835283	21559.4104416009	17905.5245203249	115608.737235252	28904.2506596128	201886.52946384	57258.6155898325
090911MeKO_02_03_04_ID179	090911MeKO_02_03_04_cmb_ID171	U			2643.6	624.97  Win097_C01	172		FALSE	0	0		56.678061149474	0.502054543416495	17.6122906859013	94.7070906956442	70.1686440102885	13.7334082965252	8.02025084911448	6.8116119209133	0	1.94069490340539	70.8451248964085	26.8719744566557	0.951638458648141	2.97553095560403	1.38716439272379	1.86360242739989	22.0553760147796	83669.0730041699	15241.2423273129	263.007829602145	0	7.40509084544936	533.758119133883	0.930052809457039	7.19654356182025	3.8516775618824	1.75818535752376	16.0642243559689	2.26740737637677	2.19448743554199	36.568531514366	69.3941612614616	2.11593308461894	0	3.70612221223491	6.13300678940411	2.69192487415807	87.8918031134406	31.9679621590018	1.57921162553021	3.64773339145869	109.067755152282	11.9681810823158	1.15231199389875	19.8790183059549	2.27481387771685	8.718583115506	1.40832716344229	4.34490129826092	22.0998577404212	68.224930041204	44.0972961030117	109.325403879152	7.49324436447642	43.528862239638	2.14957653624646	3.76218994195533	1.40908774226196	1.23081427100987	37.762108913822	1.27052177827946	13.0982202908612	3.31962372030302	16.7964685804417	5.60567261644185	615.657225228516	1.29322409922565	1.54649436214723	49.3979695811792	57.4756698837381	3.22871958197826	2.27797964266353	5.76277894236005	470.812143227368	1.41953890308567	0.817745427804455	1.29051616057098	1.36621868334163	380.354878118974	3.09047485110369	1.43227332589271	15.2695575442498	1.56409106788028	1.2946541854998	315.937312987912	47.8065039445546	111.002078776484	1.42377168047195	47.8038529845323	3.86095813970863	131.649535389507	0.613415116955025	347.835134105676	1.80421479298579	264.792962829092	0	25.3395266439663	3.47152351322276	1.32329416984953	3.39376246167925	4.13926538887357	886.056886390039	1.47178547758506	11.9141970018091	72.6073642813507	26.1322872540192	1.12167739689355	1.09917251599663	81.5898529478828	62.159682655632	0	14.5986834350342	9.855321484094	4.0856845191216	2.45618413947079	0.529751996379695	25.8252108388795	42.9885226718941	2.18219931129633	583.957748046214	10.8576196728817	40.2262712108357	4.67455782412665	6.21293296621947	0.694324796982021	154.236424172879	3.09068091218551	11.1513479791252	7.31304000676293	1.52854274175527	3.77877602344893	402.483403492929	47.9803634994391	247.578056228082	48.7279438355421	9.33773002263181	144.827090835495	45.3920104358014	10.9249823640181	1.41103315580471	12.6185426409452	13.968731062833	20.0672376159995	80.6038725151895
090911MeKO_02_03_04_ID180	090911MeKO_02_03_04_cmb_ID172	U			2661.2	627.89  Win098_C01	173		FALSE	0	0		1560281.26477063	484967.090619864	1887688.87184821	1417495.92572401	859002.9319949	949741.069520025	329465.429246072	145909.321170604	1781053.10070628	1983847.43796583	3297587.33153892	1744771.86705243	1558363.4195116	3117930.6482154	1896055.59346982	1990622.65742648	1051508.23847068	1284842.42397387	1847872.2870468	793234.718536681	170642.21947645	16167.6743912669	1116844.48200452	832137.691112378	589977.844146686	918082.659855154	513184.944444938	1604109.62321245	712494.136880227	744391.77971121	831047.752906963	1640929.78003079	1227706.40778917	1709347.26682121	1500265.3337597	2654407.0515808	1634504.02038073	1369998.67604149	1167869.64458124	146422.330818123	438777.42452186	1912515.43287022	1467538.23542807	254287.036294885	473916.077711688	2998152.39976326	174183.674359513	549576.302283398	507018.656538162	2237767.34830852	550631.414159236	1711577.55118502	626345.110440218	1151839.35129725	606122.377365343	559580.482432002	1751133.80781417	1220516.87295492	1963976.73044559	376158.570553793	1301920.83241501	3730708.77807881	303572.141459552	1018665.08004159	463252.543192149	1380261.24164322	2111363.13540711	1432445.79444237	1757126.00446261	992475.924644906	1161441.30513212	836823.715911193	1019049.39658173	904285.09599123	1503056.00202874	2763929.10387392	1942055.11951149	1422865.68068002	2045335.31791937	334989.111633464	1526994.14944138	1928783.9904042	1415232.99986409	866529.461488215	2075637.65094392	607889.757945894	921606.034039203	1625222.76641702	758506.979670557	411895.904287469	1852927.5206727	205888.765783167	448048.868708424	167646.125736818	1360875.70409452	1905374.53427224	49888.7427965253	3932470.54956809	1884839.56187171	175029.635797171	914297.294767233	1586581.52198499	323229.673039786	408683.621682867	2839618.58875074	985489.490216345	1489851.46189665	408885.85507875	661793.140749475	2000203.26223691	695395.804704188	810931.681149808	482605.248150372	211001.888926447	1402144.4320951	1569461.38918924	984717.976751086	1279984.4844355	3529372.68102058	211432.139443985	1615795.24445238	485711.780142886	441665.705851903	359135.542385236	1175171.62616454	1608507.65490948	556827.918996228	1052861.69032852	604342.131589526	1629634.47122572	1670205.7160165	204503.669361933	829180.998761325	1262441.68322436	320486.37053353	1197120.47914658	644789.495082209	1238020.89918448	875485.813193618	1655533.15521176	949907.061472833	887250.832557775	1737003.41304357	1165243.05641395
090911MeKO_02_03_04_ID181	090911MeKO_02_03_04_cmb_ID173	U			2674	629.95  Win098_C02	174		FALSE	0	0		1115321.2034105	5257437.90977927	5209663.20809276	3152786.47298976	5368289.99266427	5393275.14848234	2922776.61566671	2998319.00550379	4065457.98059061	6270705.79374844	108926.848688504	1421306.61496714	2641090.53668812	4657825.52637058	4056177.9260118	5242153.58440015	1768417.74804259	1756390.13539602	2910578.64018559	1216624.82553005	9021968.1941509	1973212.45124259	1861710.83488658	2073564.048868	26389941.890822	15998941.271683	15292062.8036609	11100475.7119608	39473173.5665734	5211170.3108002	22419464.2937789	11778802.9970208	2887369.64515127	2532769.27330827	11220651.787817	2988244.72434196	3424744.18285349	2861673.10923806	8438734.16036234	981559.081467285	2666667.91434806	1303033.93539059	921976.439668059	3251521.64546331	1995163.10595911	2020530.87253823	1306502.53100914	4582572.05971123	2611483.01095047	867633.103027691	2434306.71780168	2740376.40191048	1339876.03497021	986933.929314238	1047462.08200224	1909784.21643011	2106063.26434391	7277760.28697552	3496547.06491178	1022330.33800512	15915907.2714569	10851308.1915828	2274627.67603403	7690795.18095454	330988.75610278	111733.452321755	1161069.11179984	5453154.91007386	798798.897231019	3140790.16133058	2322566.89431645	1562527.08794161	2512949.40530652	3690326.46635268	3584994.00728958	2240945.16622745	88664.1440355211	1886385.33609594	2630625.55038104	3011460.60586785	2045562.09519697	3709367.30077643	3986444.88675464	1179304.85095767	3402838.9263571	872123.813172394	1832809.86737436	4227182.8182178	4849882.18719125	3751744.98115656	2527659.3084753	3107892.19940111	2083692.38595371	4903321.60377778	4338131.5821393	7691147.47205303	4153323.90042774	3127746.79956099	1552795.2229648	5362708.43454066	1085440.56690251	2492689.19597679	2506421.5399042	2818741.42451565	2228906.88850145	4462985.17875637	6678515.59591801	2283055.04406318	6302919.81148685	5079212.30527085	7465954.05460302	8263604.65477084	3045807.72438298	2254871.21004203	494114.375589997	3625773.13100704	1415302.65754419	2845993.9615378	1314136.7340218	1400548.63886841	2696719.45408221	1662478.7392281	3711204.43270813	1657182.6959578	5684137.69684648	1301998.61657794	1441667.45510736	1990264.89610126	1152203.58960713	1083615.1791697	5418942.03559911	1067391.19415914	1774590.19081131	3869355.66643096	1114652.45511952	1794558.74751923	2848133.64187745	2158721.18687186	1275187.92968136	6259983.26862852	648024.956011715	298871.695493897	816948.441824477	717401.855696275
090911MeKO_02_03_04_ID182	090911MeKO_02_03_04_cmb_ID174	U			2688	632.27  Win099_C01	175		FALSE	0	0		38560.0186056402	63941.4376291019	45548.3036510055	99093.5834148095	129317.934187188	3079.60453956263	286634.914413001	8288853.67499276	84746.1356195415	327276.631583103	606.194756422307	979.190895710513	484611.337738677	857032.80770507	42112.0283821673	36151.0574445663	13898.0730253814	146172.325388312	3191516.04902925	6898.05604681454	345113.884912475	7601.30899408073	12986.056622038	107685.740016343	54390.951015658	5382.77128288175	311841.798123278	164753.002926096	180390.013823364	18468.3416005624	627024.556807576	718793.123929231	9043.18306061699	1707258.89066923	19918.7070567659	28247.2967371473	408700.112451444	1553.51255247735	5631.4378867703	9721.91429589091	37728.3695052967	21234.8208681327	4104.9362547616	2498.33899407571	6703.83725189568	5948.13682459316	22402.4945443594	144404.045168107	11825.8436530716	110382.878594892	742.296340607009	189230.310604913	84785.8610221797	256206.722422676	106597.859625802	12235.8351001313	9050.35475413024	19599.8570903668	69617.0307138612	31790.2511264784	37842.5489602259	3296.04837803177	12352.3808879356	96484.8876961186	29.691159958029	656628.188896466	10458.3445342405	16231.0811120202	60359.728177278	126172.610142625	71977.509111032	453.900584973449	76412.8825903736	966.685257216946	13677.7162744612	1071005.06648969	294104.051422223	613097.296137697	1238.74267759093	26537.5773803215	29179.2273561707	286756.775550199	32119.7383057797	1645.09927851491	15188.9152755859	262683.662170864	308618.906323563	58869.7915816598	6004.51195658798	153940.781717593	29260.3707679848	47395.0750516593	3230.87082179882	12609.3985889209	19071.3447242208	164815.514382547	59651.0899165643	10518.5110406476	72868.9701141347	49080.9843991047	86172.2946118906	158056.198220371	86195.7151217987	6420.01128757587	111239.178512029	667720.195659896	110593.816280715	27873.1386460479	6.93019245550822	20816.2466606724	99860.9879461525	5647.95267972301	291979.185418589	4860.93855583643	1919096.62220804	16225.7069714241	2280.67389519582	6665.20858370939	641.563843178981	98897.103225213	111332.355954294	26232.7209083295	713675.630263161	6097.75247397333	24560.1003811413	297472.607897066	13750.8967183334	96504.7494251706	150864.298578601	9218.03583058965	4198.64400071652	1517.4195407577	232983.304944654	1902478.5811319	205522.678124956	9006.32581389476	475261.858747145	481502.274290686	1269171.09389696	15936.1931503901	18030.006054319	4.38645582348304	617602.902750937	43511.9158069221
090911MeKO_02_03_04_ID183	090911MeKO_02_03_04_cmb_ID175	M1		M000000_A308003-101_MST_3075.4_EITTMS_	2694.1	633.27  Win099_C02	176		TRUE	0	0		33402597.5076166	62647623.090376	38846296.8270039	50137177.9792375	67930880.1573693	34451161.8155208	24286261.2875958	298041531.683723	44504904.7918829	6297313.25228437	58550115.4176911	52745421.0359693	57967398.3024391	47509071.3114946	8441705.14706743	30382880.8312299	5741725.04861351	18891840.9056579	11180408.7313561	29346834.1051537	4377308.74588938	13163179.4881417	27602860.7338092	18289773.3847294	247333150.89416	405855514.517165	582710237.92154	547755654.457627	595941536.451305	888901906.27701	604339272.780681	365446365.043895	145370473.87614	73527285.3116421	170145376.31128	229634956.606928	359722990.717705	393696174.681914	345364583.594027	278848503.316191	617388966.17586	539762155.267568	775179618.591196	567375489.282768	563279691.709133	823578356.939342	1267277951.51022	778096709.986551	152984204.608889	195053314.810959	212722130.851275	463451611.998686	176550944.089382	577455927.889061	248848257.859709	273978843.32478	570116231.704429	164603077.581981	493471460.022409	621786712.37767	244174270.09605	665811029.646424	328334376.828768	292089163.973913	210265663.669919	278916634.669972	245988430.658059	280921521.429424	395015027.283924	18742440.2968425	437445914.7183	331305164.527297	494822188.833644	325198668.650094	521334972.123213	773645608.720799	696800976.525191	977097687.897205	1310756750.83873	1354671782.98546	278406282.337971	346806946.458044	328782011.237049	291769051.97828	416391388.255284	330534819.310235	492933734.857903	457958423.231781	250729002.300524	133780286.145061	311496669.517207	204238212.84708	396251579.479075	202291151.357588	213684434.619125	238119589.83703	76297517.3103346	59673043.2531887	182046161.416515	60341143.9027036	208219744.832323	200425893.629301	27161465.1709602	82956457.759808	74269423.9901307	69903240.6484194	103125667.691316	77446594.6689048	203223990.374014	187515686.433883	211945743.130583	213167152.564494	103513572.564251	69997716.9784749	66238267.3331425	293128961.023228	263419134.988013	204593631.073041	138785171.613302	320155260.425858	213401681.657257	266973597.503713	213554822.603814	235583907.643467	103376449.420206	267385460.372062	420515008.897673	308243820.883666	376362375.421604	423241451.79769	208067060.701721	602292177.28383	245948434.340473	443357220.561714	230419673.068642	456240476.437706	389449446.037815	398061542.885665	842522514.643147	547546544.105388	371067810.308206	339734913.103264	861437926.464146	468824863.566327
090911MeKO_02_03_04_ID184	090911MeKO_02_03_04_cmb_ID176	I		Heptacosane	2699	634.13  Win099_C03	177	Heptacosane	TRUE	593-49-7	heptacosane		2728.09427219069	4451.31104235806	150850.964702474	60480.3852405488	148649.702894853	92590.8400792157	57923.9932096711	89368.9390397462	1392.24910309878	252152.792371757	70140.5590903887	12450.7885621539	49461.9924072896	67987.5323629766	22300.8938968586	65990.036784128	110759.127350417	179835.808802245	39501.5995925491	56461.9312490728	72646.5668648735	84594.8546758601	86933.3147074579	55642.0423172125	153477.255173165	15.1601681440449	69612.5982408657	9907.38850140026	174960.855449074	102242.694806366	16157.7433918258	35009.2208924231	3174.27193204521	6587.76550408113	116936.375052715	46694.5719069016	34201.6993741808	18131.5765671222	91712.3016033795	17220.7438390234	73448.700997601	27480.7206405561	96869.9902284396	4931.13013154845	45859.8211473278	2821.35557656783	36048.4223526969	18772.0078421007	6669.25941542286	18404.090321171	7837.24103441655	19018.5699124733	37015.7200917914	153492.058224187	42025.0195495028	52.8087118334793	4591.78671119175	14145.2341651042	19583.0246498758	14784.6258229292	7806.64741351569	12751.4786562433	42608.3930630742	21194.5482670753	78279.1482363539	18033.6955911699	31190.4841218722	37870.2739972328	41747.606589287	15042.2256534463	47717.599532007	105884.499052629	65385.1086841159	60289.2827426641	5359.81036609851	31989.4149638634	85253.2108922387	3499.44591487259	72750.0695926706	48752.4279319819	1917.58087358427	122040.08784249	73050.3477763579	58455.6729480294	278146.757605472	122110.358974349	198094.133620144	6868.58421454502	90403.7509931483	39085.0548684162	1412.05636876315	69546.8736297619	60605.848266886	5318.15284239153	265044.078400788	101326.582325733	5006.06226012503	3974.57742604774	98379.5777814071	315854.558162599	7510.98157651019	93221.2685994901	17706.3004904267	117458.813664899	62354.1206640782	141933.667218111	24977.2988194685	124191.712887531	197037.696079241	439177.501992164	3120.38065047337	92718.1368551645	438458.804381746	70244.2854972893	49699.8557986305	9900.84250464569	41175.8683700383	69379.4122936686	97781.3106220687	63625.6506464246	112501.247328201	67841.0831810762	13025.3372812674	44270.9395429369	1377.52307172415	19274.7905688853	147433.408861586	92304.6509341148	160052.10786755	224350.721319024	59226.8673747136	22032.2247869516	64933.4232602903	83280.9887125793	1596.98255009428	158445.841968612	16083.4029222319	65482.0277204237	19.8602610831415	35287.6643791322	139886.829161131	7079.17042767012	26352.0866229525	90479.9936294598
090911MeKO_02_03_04_ID185	090911MeKO_02_03_04_cmb_ID177	I		Trehalose, alpha,alpha'-, D- (8TMS)	0	637.98  Win100_C01	178 X_265	Trehalose, alpha,alpha'-, D- (8TMS)	TRUE	6138-23-4|99-20-7	d-trehalose	 COR_OK:HDA	134145003.48863	106086038.023739	164931093.761409	236352033.564254	231830060.17235	266586064.843864	223640926.982882	348601416.412236	249820257.654853	111409510.030821	383405019.21947	296995928.837421	375210679.525399	811108308.098126	190430829.12007	298288143.99049	93739965.9169966	133444738.376141	90967266.1558457	142096942.625014	141886813.472012	53221404.1675899	140199754.168354	179124829.333982	314986006.906408	322711621.505588	228862507.069397	115476277.615086	274714348.728409	149760184.789486	241877462.372764	75987265.4503268	462229034.07748	35192.2392285211	428864364.381143	321135589.224609	254953278.991615	349687531.630483	158421264.136271	222753110.046251	323898181.363882	404272993.814924	300371448.855592	231730077.514537	112507670.649433	328970876.299173	179301000.000491	303540692.438091	205259032.146209	240077174.268404	211361096.790607	297573410.890036	195251831.486603	180870969.449214	107020042.140101	178455608.953476	404439652.994906	246966034.506065	241019028.319173	258448722.937961	286518936.406167	487132056.579587	332974647.760568	248690778.661078	138308636.789217	131069744.563989	188540388.637127	309757648.897452	310331998.13523	376383549.447718	286468796.248211	283889038.931696	162590609.4184	277717535.402768	205949866.973133	381054776.553445	174895505.755016	207324567.505009	413049462.881617	324505798.992669	246325621.745403	299167541.366025	180556079.712997	225080984.1637	458843651.427712	341386786.571494	330292726.80735	372906687.723853	283956243.237598	254993802.020692	248392122.776963	153225990.119479	185090430.691963	394289161.318392	316857453.024482	277234361.783275	57121732.6875717	239636199.812416	323155571.508107	337517817.022975	199656552.537801	201786005.005118	194054839.779969	114115985.842043	404053808.9903	265411971.061821	237577532.179163	208097263.862722	339743071.83729	272398472.58939	307196164.333733	473795385.413179	126802890.712279	164015574.010285	235136423.082795	356107147.991952	183353561.11413	165152700.483517	155827942.931658	62528321.615903	217997597.80333	301165392.741146	377138300.98798	390244253.260396	224097693.918638	155819637.841143	275877697.866108	348781806.137186	199181676.346423	187773546.452098	247585403.605434	59093627.6567067	345959398.871554	307098394.999838	159374424.467477	231118428.787442	206569530.429023	191704860.988561	146859020.675484	370108592.023099	228508994.486793	168653200.880605	242460123.116522	364860464.636354
090911MeKO_02_03_04_ID186	090911MeKO_02_03_04_cmb_ID178	U			2736.4	640.57  Win101_C01	179		FALSE	0	0		7235935.78197168	11522657.1418054	9920477.52253274	12078192.4629129	9310289.95855374	10441399.2837287	18341836.728265	8433724.60561033	99815613.0182946	120718267.659404	66351401.2790661	76531885.055024	97570046.924548	114676992.641818	70758234.9381765	77775443.2914419	4255533.11270489	10077534.0795587	5340811.17586032	4246800.93681667	21289756.0444081	2100512.27429544	10935241.8232814	10071676.397508	27100214.5865138	34478296.5675499	10982749.8835755	31625789.3182416	28336284.0491178	21448374.4041639	26466644.6641157	66221919.5859644	9725766.79539078	103965470.508599	20048988.0614053	29422079.9067228	7547029.21686386	16624316.7393957	46885857.5505317	16521221.2919768	26672100.0645593	32121872.9188822	20044824.5014273	10221697.6971999	27386228.0711085	22278732.0211004	25518880.8905546	33597375.3994236	11221510.6442659	18914767.8895314	8811612.12304419	17832794.9454067	7091948.77322602	7459901.42840603	5220406.15091679	18928757.6787739	25393956.8313238	66460161.3693417	17187945.5076396	17070123.0572296	11634938.8371718	37462916.2303084	25256235.2422127	28935958.1159406	16127980.5345794	16995037.9614351	23013647.1563317	19533324.193623	25080106.2702322	16460351.2168546	18120706.9198375	11686155.7163234	21106290.0093844	24523257.383709	30754776.7500992	21132012.8751637	25266510.5140937	20929191.1708764	45549560.7908803	35582240.2283199	13613616.1114298	22401188.9238238	19901296.2604626	16354297.3619258	26572462.6645708	26492275.8247273	15469876.5944823	29173334.2359011	14163929.1038877	19812485.6897046	28888089.3955511	15662744.7737576	10577821.0341111	12719997.7614503	13702425.9054282	19977893.8466217	22946942.494003	12116.1119188232	20873720.6186157	10600199.7367883	11788166.0541709	13591651.7675155	11704365.3694444	17501612.1639106	21221782.3789949	33271076.6774352	13401341.8686016	28106645.5900243	17875671.6621707	12444911.1838083	21592184.459783	21644741.4543725	18410685.3555783	36002165.4721097	24306025.801266	15860718.3908128	26784635.6071806	25587535.4530142	26028212.6433326	26635326.8279211	24199250.1126574	25858397.419945	27574937.743656	30657236.8252505	28797739.9192663	35325434.3369215	25175437.8527936	19108870.4959622	18017967.0110849	18309820.008758	13222884.9290663	6567470.71875775	16669208.0174956	20753457.3642253	11088628.7628234	26350349.2303287	13612940.0752083	19325987.5628896	20337234.4921342	20429014.1381406	11452080.0456661	22908955.7438447	13291184.4565138	19424553.5266038
